STEP, BUS(name, type, x, y, n.pass, root, leader), BUSSTOP(name, x, y, queue)
1,[Bus_0<man>:[x=8 ,y=8]-[PAX=2],Bus_1<man>:[x=0 ,y=0]-[PAX=0],Bus_RB_2<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_3<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_4<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_5<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_7<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_9<robot>:[x=1 ,y=1]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=3],BusStop_3:[x=8 ,y=0]-[QLine=5],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
120,[Bus_0<man>:[x=8 ,y=1]-[PAX=10],Bus_1<man>:[x=0 ,y=7]-[PAX=9],Bus_RB_2<robot>:[x=8 ,y=1]-[PAX=5],Bus_RB_3<robot>:[x=8 ,y=1]-[PAX=1],Bus_RB_4<robot>:[x=1 ,y=7]-[PAX=10],Bus_RB_5<robot>:[x=0 ,y=7]-[PAX=5],Bus_RB_6<robot>:[x=8 ,y=1]-[PAX=2],Bus_RB_7<robot>:[x=0 ,y=7]-[PAX=5],Bus_RB_8<robot>:[x=1 ,y=7]-[PAX=10],Bus_RB_9<robot>:[x=0 ,y=7]-[PAX=7]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=166],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
121,[Bus_0<man>:[x=8 ,y=0]-[PAX=10],Bus_1<man>:[x=0 ,y=8]-[PAX=3],Bus_RB_2<robot>:[x=8 ,y=0]-[PAX=10],Bus_RB_3<robot>:[x=8 ,y=0]-[PAX=10],Bus_RB_4<robot>:[x=0 ,y=8]-[PAX=4],Bus_RB_5<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=0]-[PAX=10],Bus_RB_7<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_8<robot>:[x=0 ,y=8]-[PAX=2],Bus_RB_9<robot>:[x=0 ,y=8]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=166],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
122,[Bus_0<man>:[x=7 ,y=1]-[PAX=10],Bus_1<man>:[x=1 ,y=7]-[PAX=3],Bus_RB_2<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_3<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_4<robot>:[x=1 ,y=7]-[PAX=4],Bus_RB_5<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_6<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_7<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_8<robot>:[x=1 ,y=7]-[PAX=2],Bus_RB_9<robot>:[x=1 ,y=7]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=166],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
123,[Bus_0<man>:[x=6 ,y=2]-[PAX=10],Bus_1<man>:[x=2 ,y=6]-[PAX=3],Bus_RB_2<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_3<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_4<robot>:[x=2 ,y=6]-[PAX=4],Bus_RB_5<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_6<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_7<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_8<robot>:[x=2 ,y=6]-[PAX=2],Bus_RB_9<robot>:[x=2 ,y=6]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=166],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
124,[Bus_0<man>:[x=5 ,y=3]-[PAX=10],Bus_1<man>:[x=3 ,y=5]-[PAX=3],Bus_RB_2<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_3<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_4<robot>:[x=3 ,y=5]-[PAX=4],Bus_RB_5<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_6<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_7<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_8<robot>:[x=3 ,y=5]-[PAX=2],Bus_RB_9<robot>:[x=3 ,y=5]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=166],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
125,[Bus_0<man>:[x=4 ,y=4]-[PAX=1],Bus_1<man>:[x=4 ,y=4]-[PAX=10],Bus_RB_2<robot>:[x=4 ,y=4]-[PAX=4],Bus_RB_3<robot>:[x=4 ,y=4]-[PAX=3],Bus_RB_4<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_5<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_6<robot>:[x=4 ,y=4]-[PAX=5],Bus_RB_7<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_8<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_9<robot>:[x=4 ,y=4]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=131],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
126,[Bus_0<man>:[x=5 ,y=5]-[PAX=1],Bus_1<man>:[x=3 ,y=3]-[PAX=10],Bus_RB_2<robot>:[x=5 ,y=5]-[PAX=4],Bus_RB_3<robot>:[x=5 ,y=5]-[PAX=3],Bus_RB_4<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_5<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_6<robot>:[x=5 ,y=5]-[PAX=5],Bus_RB_7<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_8<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_9<robot>:[x=3 ,y=3]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=131],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
127,[Bus_0<man>:[x=6 ,y=6]-[PAX=1],Bus_1<man>:[x=2 ,y=2]-[PAX=10],Bus_RB_2<robot>:[x=6 ,y=6]-[PAX=4],Bus_RB_3<robot>:[x=6 ,y=6]-[PAX=3],Bus_RB_4<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_5<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_6<robot>:[x=6 ,y=6]-[PAX=5],Bus_RB_7<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_8<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_9<robot>:[x=2 ,y=2]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=131],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
128,[Bus_0<man>:[x=7 ,y=7]-[PAX=1],Bus_1<man>:[x=1 ,y=1]-[PAX=10],Bus_RB_2<robot>:[x=7 ,y=7]-[PAX=4],Bus_RB_3<robot>:[x=7 ,y=7]-[PAX=3],Bus_RB_4<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_5<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_6<robot>:[x=7 ,y=7]-[PAX=5],Bus_RB_7<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_8<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_9<robot>:[x=1 ,y=1]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=131],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
129,[Bus_0<man>:[x=8 ,y=8]-[PAX=0],Bus_1<man>:[x=0 ,y=0]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=8]-[PAX=1],Bus_RB_3<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=0]-[PAX=4],Bus_RB_5<robot>:[x=0 ,y=0]-[PAX=4],Bus_RB_6<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_7<robot>:[x=0 ,y=0]-[PAX=7],Bus_RB_8<robot>:[x=0 ,y=0]-[PAX=5],Bus_RB_9<robot>:[x=0 ,y=0]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=131],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
130,[Bus_0<man>:[x=8 ,y=7]-[PAX=0],Bus_1<man>:[x=0 ,y=1]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=7]-[PAX=1],Bus_RB_3<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=1]-[PAX=4],Bus_RB_5<robot>:[x=0 ,y=1]-[PAX=4],Bus_RB_6<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_7<robot>:[x=0 ,y=1]-[PAX=7],Bus_RB_8<robot>:[x=0 ,y=1]-[PAX=5],Bus_RB_9<robot>:[x=0 ,y=1]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=131],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
131,[Bus_0<man>:[x=8 ,y=6]-[PAX=0],Bus_1<man>:[x=0 ,y=2]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=6]-[PAX=1],Bus_RB_3<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=2]-[PAX=4],Bus_RB_5<robot>:[x=0 ,y=2]-[PAX=4],Bus_RB_6<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_7<robot>:[x=0 ,y=2]-[PAX=7],Bus_RB_8<robot>:[x=0 ,y=2]-[PAX=5],Bus_RB_9<robot>:[x=0 ,y=2]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=131],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
132,[Bus_0<man>:[x=8 ,y=5]-[PAX=0],Bus_1<man>:[x=0 ,y=3]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=5]-[PAX=1],Bus_RB_3<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=3]-[PAX=4],Bus_RB_5<robot>:[x=0 ,y=3]-[PAX=4],Bus_RB_6<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_7<robot>:[x=0 ,y=3]-[PAX=7],Bus_RB_8<robot>:[x=0 ,y=3]-[PAX=5],Bus_RB_9<robot>:[x=0 ,y=3]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=131],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
133,[Bus_0<man>:[x=8 ,y=4]-[PAX=0],Bus_1<man>:[x=0 ,y=4]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=4]-[PAX=1],Bus_RB_3<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_4<robot>:[x=0 ,y=4]-[PAX=4],Bus_RB_5<robot>:[x=0 ,y=4]-[PAX=4],Bus_RB_6<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_7<robot>:[x=0 ,y=4]-[PAX=7],Bus_RB_8<robot>:[x=0 ,y=4]-[PAX=5],Bus_RB_9<robot>:[x=0 ,y=4]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=111],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
134,[Bus_0<man>:[x=8 ,y=3]-[PAX=0],Bus_1<man>:[x=0 ,y=5]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=3]-[PAX=1],Bus_RB_3<robot>:[x=3 ,y=5]-[PAX=10],Bus_RB_4<robot>:[x=0 ,y=5]-[PAX=4],Bus_RB_5<robot>:[x=0 ,y=5]-[PAX=4],Bus_RB_6<robot>:[x=3 ,y=5]-[PAX=10],Bus_RB_7<robot>:[x=0 ,y=5]-[PAX=7],Bus_RB_8<robot>:[x=0 ,y=5]-[PAX=5],Bus_RB_9<robot>:[x=0 ,y=5]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=111],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
135,[Bus_0<man>:[x=8 ,y=2]-[PAX=0],Bus_1<man>:[x=0 ,y=6]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=2]-[PAX=1],Bus_RB_3<robot>:[x=2 ,y=6]-[PAX=10],Bus_RB_4<robot>:[x=0 ,y=6]-[PAX=4],Bus_RB_5<robot>:[x=0 ,y=6]-[PAX=4],Bus_RB_6<robot>:[x=2 ,y=6]-[PAX=10],Bus_RB_7<robot>:[x=0 ,y=6]-[PAX=7],Bus_RB_8<robot>:[x=0 ,y=6]-[PAX=5],Bus_RB_9<robot>:[x=0 ,y=6]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=111],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
136,[Bus_0<man>:[x=8 ,y=1]-[PAX=0],Bus_1<man>:[x=0 ,y=7]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=1]-[PAX=1],Bus_RB_3<robot>:[x=1 ,y=7]-[PAX=10],Bus_RB_4<robot>:[x=0 ,y=7]-[PAX=4],Bus_RB_5<robot>:[x=0 ,y=7]-[PAX=4],Bus_RB_6<robot>:[x=1 ,y=7]-[PAX=10],Bus_RB_7<robot>:[x=0 ,y=7]-[PAX=7],Bus_RB_8<robot>:[x=0 ,y=7]-[PAX=5],Bus_RB_9<robot>:[x=0 ,y=7]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=111],BusStop_3:[x=8 ,y=0]-[QLine=89],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
137,[Bus_0<man>:[x=8 ,y=0]-[PAX=10],Bus_1<man>:[x=0 ,y=8]-[PAX=0],Bus_RB_2<robot>:[x=8 ,y=0]-[PAX=10],Bus_RB_3<robot>:[x=0 ,y=8]-[PAX=4],Bus_RB_4<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_6<robot>:[x=0 ,y=8]-[PAX=3],Bus_RB_7<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_8<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=8]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=111],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
138,[Bus_0<man>:[x=7 ,y=1]-[PAX=10],Bus_1<man>:[x=1 ,y=7]-[PAX=0],Bus_RB_2<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_3<robot>:[x=1 ,y=7]-[PAX=4],Bus_RB_4<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_5<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_6<robot>:[x=1 ,y=7]-[PAX=3],Bus_RB_7<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_8<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_9<robot>:[x=1 ,y=7]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=111],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
139,[Bus_0<man>:[x=6 ,y=2]-[PAX=10],Bus_1<man>:[x=2 ,y=6]-[PAX=0],Bus_RB_2<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_3<robot>:[x=2 ,y=6]-[PAX=4],Bus_RB_4<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_5<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_6<robot>:[x=2 ,y=6]-[PAX=3],Bus_RB_7<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_8<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_9<robot>:[x=2 ,y=6]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=111],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
140,[Bus_0<man>:[x=5 ,y=3]-[PAX=10],Bus_1<man>:[x=3 ,y=5]-[PAX=0],Bus_RB_2<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_3<robot>:[x=3 ,y=5]-[PAX=4],Bus_RB_4<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_5<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_6<robot>:[x=3 ,y=5]-[PAX=3],Bus_RB_7<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_8<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_9<robot>:[x=3 ,y=5]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=111],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
141,[Bus_0<man>:[x=4 ,y=4]-[PAX=1],Bus_1<man>:[x=4 ,y=4]-[PAX=10],Bus_RB_2<robot>:[x=4 ,y=4]-[PAX=4],Bus_RB_3<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_4<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_5<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_6<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_7<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_8<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_9<robot>:[x=4 ,y=4]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
142,[Bus_0<man>:[x=5 ,y=5]-[PAX=1],Bus_1<man>:[x=3 ,y=3]-[PAX=10],Bus_RB_2<robot>:[x=5 ,y=5]-[PAX=4],Bus_RB_3<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_4<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_5<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_6<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_7<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_8<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_9<robot>:[x=3 ,y=3]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
143,[Bus_0<man>:[x=6 ,y=6]-[PAX=1],Bus_1<man>:[x=2 ,y=2]-[PAX=10],Bus_RB_2<robot>:[x=6 ,y=6]-[PAX=4],Bus_RB_3<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_4<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_5<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_6<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_7<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_8<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_9<robot>:[x=2 ,y=2]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
144,[Bus_0<man>:[x=7 ,y=7]-[PAX=1],Bus_1<man>:[x=1 ,y=1]-[PAX=10],Bus_RB_2<robot>:[x=7 ,y=7]-[PAX=4],Bus_RB_3<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_4<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_5<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_6<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_7<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_8<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_9<robot>:[x=1 ,y=1]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
145,[Bus_0<man>:[x=8 ,y=8]-[PAX=0],Bus_1<man>:[x=0 ,y=0]-[PAX=4],Bus_RB_2<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=0]-[PAX=2],Bus_RB_4<robot>:[x=0 ,y=0]-[PAX=2],Bus_RB_5<robot>:[x=0 ,y=0]-[PAX=7],Bus_RB_6<robot>:[x=0 ,y=0]-[PAX=4],Bus_RB_7<robot>:[x=0 ,y=0]-[PAX=1],Bus_RB_8<robot>:[x=0 ,y=0]-[PAX=6],Bus_RB_9<robot>:[x=0 ,y=0]-[PAX=5]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
146,[Bus_0<man>:[x=8 ,y=7]-[PAX=0],Bus_1<man>:[x=0 ,y=1]-[PAX=4],Bus_RB_2<robot>:[x=8 ,y=7]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=1]-[PAX=2],Bus_RB_4<robot>:[x=0 ,y=1]-[PAX=2],Bus_RB_5<robot>:[x=0 ,y=1]-[PAX=7],Bus_RB_6<robot>:[x=0 ,y=1]-[PAX=4],Bus_RB_7<robot>:[x=0 ,y=1]-[PAX=1],Bus_RB_8<robot>:[x=0 ,y=1]-[PAX=6],Bus_RB_9<robot>:[x=0 ,y=1]-[PAX=5]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
147,[Bus_0<man>:[x=8 ,y=6]-[PAX=0],Bus_1<man>:[x=0 ,y=2]-[PAX=4],Bus_RB_2<robot>:[x=8 ,y=6]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=2]-[PAX=2],Bus_RB_4<robot>:[x=0 ,y=2]-[PAX=2],Bus_RB_5<robot>:[x=0 ,y=2]-[PAX=7],Bus_RB_6<robot>:[x=0 ,y=2]-[PAX=4],Bus_RB_7<robot>:[x=0 ,y=2]-[PAX=1],Bus_RB_8<robot>:[x=0 ,y=2]-[PAX=6],Bus_RB_9<robot>:[x=0 ,y=2]-[PAX=5]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
148,[Bus_0<man>:[x=8 ,y=5]-[PAX=0],Bus_1<man>:[x=0 ,y=3]-[PAX=4],Bus_RB_2<robot>:[x=8 ,y=5]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=3]-[PAX=2],Bus_RB_4<robot>:[x=0 ,y=3]-[PAX=2],Bus_RB_5<robot>:[x=0 ,y=3]-[PAX=7],Bus_RB_6<robot>:[x=0 ,y=3]-[PAX=4],Bus_RB_7<robot>:[x=0 ,y=3]-[PAX=1],Bus_RB_8<robot>:[x=0 ,y=3]-[PAX=6],Bus_RB_9<robot>:[x=0 ,y=3]-[PAX=5]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
149,[Bus_0<man>:[x=8 ,y=4]-[PAX=0],Bus_1<man>:[x=0 ,y=4]-[PAX=4],Bus_RB_2<robot>:[x=8 ,y=4]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=4]-[PAX=2],Bus_RB_4<robot>:[x=0 ,y=4]-[PAX=2],Bus_RB_5<robot>:[x=0 ,y=4]-[PAX=7],Bus_RB_6<robot>:[x=0 ,y=4]-[PAX=4],Bus_RB_7<robot>:[x=0 ,y=4]-[PAX=1],Bus_RB_8<robot>:[x=0 ,y=4]-[PAX=6],Bus_RB_9<robot>:[x=0 ,y=4]-[PAX=5]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
